SOB_ID;as_code;ring
SOB_20251217T163702195658Z_453WQXJTS5FQ;TGB101_10mX4196840000Y2987760000Z0;0
SOB_20251217T163702195844Z_DTEQSQYJLVGK;TGB101_10mX4197610000Y2987060000Z0;0
SOB_20251217T163702196050Z_5NSN2EPPJVE5;TGB101_10mX4199230000Y2989570000Z0;0
SOB_20251217T163702196229Z_KMYKLE4WKJBN;TGB101_10mX4193780000Y2989940000Z0;0
SOB_20251217T163702196397Z_K43GXSKZ3VGU;TGB101_10mX4185870000Y2988850000Z0;0
SOB_20251217T163702196543Z_JXBDC3F5HZE7;TGB101_10mX4197110000Y2989400000Z0;0
SOB_20251217T163702196685Z_334MJCO6PBFC;TGB101_10mX4201320000Y2974900000Z0;0
SOB_20251217T163702196827Z_ACZJYO7F3FF4;TGB101_10mX4200160000Y2980960000Z0;0
SOB_20251217T163702196970Z_MSDLVHZFRVCS;TGB101_10mX4194060000Y2991300000Z0;0
SOB_20251217T163702197126Z_KTEOCDBIP5EA;TGB101_10mX4191840000Y2978900000Z0;0
SOB_20251217T163702197271Z_ILOPC4OUNRFO;TGB101_10mX4195220000Y2988390000Z0;0
SOB_20251217T163702197413Z_XPYFFKCAQ5DZ;TGB101_10mX4194050000Y2999290000Z0;0
